order id,order date,customer segment,gender,product category,product subcategory,units sold,product name,unit price,discount %,shipping mode,city,state,country,payment mode,customer id,status
959,2025-07-12,Corporate,Female,Fitness,Recovery Tools,11,Foam Muscle Roller,24.99,6.71,Standard,Tohautu,,French Polynesia,Wallet,CUS0346,Returned
960,2025-04-28,Corporate,Female,Clothing - Outerwear,Activewear Jackets,18,Athletic Jogging Jacket,49.99,3.29,Express,Loum,,Cameroon,Wallet,CUS0473,Returned
961,2023-11-18,Small Business,Female,Kitchen,Cooking Tools & Utensils,3,Salt and Pepper Grinder Set,19.99,14.26,Standard,Néa Palátia,,Greece,Debit Card,CUS0415,Completed
962,2022-08-20,Consumer,Female,Food - Prepared Foods,Ready-to-Eat Meals,11,Quinoa Salad,5.99,13.62,Same Day,Grybów,,Poland,Debit Card,CUS0777,Canceled
963,2025-04-23,Consumer,Female,Food - Vegetable,Vegetable Snacks,22,Chilli Lime Corn on the Cob,1.99,6.27,Express,Cielądz,,Poland,Credit Card,CUS0874,Returned
964,2024-06-12,Consumer,Female,Food - Prepared Foods,Salads,12,Chicken Salad Kit,5.99,9.51,Express,Enskededalen,Stockholm,Sweden,Debit Card,CUS0402,Completed
965,2024-06-30,Consumer,Female,Food - Spices & Seasonings,Seasoning Mixes,20,Chili Con Carne Mix,2.99,16.74,Standard,Linxi,,China,Debit Card,CUS0818,Returned
966,2025-06-21,Small Business,Male,Food - Prepared Meals,Kits - Sushi,18,Spicy Tuna Sushi Kit,8.99,23.33,Express,Shimoda,,Japan,Credit Card,CUS0104,Completed
967,2022-03-21,Enterprise,Female,Food - Dairy,Cottage Cheese,16,Low-Fat Cottage Cheese,2.99,14.86,Express,Staryy Togul,,Russia,UPI,CUS0878,Completed
968,2025-03-28,Small Business,Female,Food - Snacks,Healthy Snacks,13,Coconut Chia Seed Pudding,2.99,26.4,Standard,Torzhok,,Russia,EMI,CUS0737,Completed
969,2023-03-21,Consumer,Male,Kitchen,Drinkware,9,Stainless Steel Water Pitcher,39.99,11.54,Standard,Tayginka,,Russia,Wallet,CUS0480 CUS0481,Returned
970,2023-11-17,Enterprise,Male,Garden,Indoor Gardening Supplies,10,Mini Indoor Hydroponic Garden,59.99,7.2,Standard,Bayuin,,Philippines,Debit Card,CUS0659,Completed
971,2025-03-21,Corporate,Male,Toys,Pretend Play Toys,17,Wooden Children's Play Kitchen,129.99,8.01,Express,København,Region Hovedstaden,Denmark,Credit Card,CUS0097,Canceled
972,2024-05-08,Consumer,Male,Food - Meats,Poultry,8,Whole Roasted Chicken,9.99,7.42,Standard,Aimorés,,Brazil,UPI,CUS0174,Canceled
973,2023-08-12,Enterprise,Female,Clothing - Bottoms,Bottoms,9,Blue Denim Jeans,49.99,6.58,Same Day,Lagoa Seca,,Brazil,UPI,CUS0220 CUS0221,Completed
974,2025-03-18,Consumer,Female,Kitchen,Small Appliances,30,Hand Crank Blender,18.99,15.78,Standard,Middleton,England,United Kingdom,Credit Card,CUS0675,Completed
975,2025-05-21,Enterprise,Male,Food - Meat,Marinated Poultry,8,Lemon Herb Chicken,7.49,1.44,Standard,Salt Lake City,Utah,United States,Credit Card,CUS0714,Completed
976,2024-11-02,Consumer,Polygender,Toys,Educational Toys,6,Children's Educational Puzzle,19.99,2.75,Standard,Tawun,,Indonesia,Wallet,CUS0904,Completed
977,2023-07-09,Enterprise,Female,Toys,Board Games,26,Puzzle Game Set,34.99,7.65,Standard,Muro,Porto,Portugal,EMI,CUS0702,Completed
978,2024-05-30,Enterprise,Genderfluid,Food - Snacks,Nut-Based Snacks,8,Nut Butter Cups,3.99,27.22,Express,San Ricardo,,Philippines,Wallet,CUS0117,Canceled
979,2022-01-22,Enterprise,Female,Travel,Luggage and Bags,5,Overnight Duffle Bag,34.99,3.07,Standard,Kolwezi,,Democratic Republic of the Congo,UPI,CUS0347,Canceled
980,2024-12-05,Enterprise,Male,Home,Bedding & Linens,7,Memory Foam Mattress Topper,109.99,21.06,Standard,Destrnik,,Slovenia,COD,CUS0478,Completed
981,2023-05-31,Corporate,Male,Health,Personal Care & Grooming,27,Face Mask Set,19.99,25.85,Standard,Santa Rosa de Lima,,El Salvador,Wallet,CUS0629,Canceled
982,2022-03-14,Consumer,Male,Toys,Educational Toys,16,Creative Puzzle Game,19.99,15.21,Standard,Camagüey,,Cuba,COD,CUS0047,Canceled
983,2024-11-21,Enterprise,Agender,Clothing - Bottoms,Trousers,2,Tailored Dress Pants,79.99,22.91,Same Day,Shuanghe,,China,Wallet,CUS0184,Completed
984,2024-09-12,Corporate,Female,Baby,Safety Equipment,2,Baby Monitor,79.99,4.47,Same Day,Kolno,,Poland,Wallet,CUS0072,Completed
985,2022-11-22,Corporate,Female,Clothing - Bottoms,Trousers,14,Tailored Dress Pants,79.99,20.57,Same Day,Bordeaux,Aquitaine,France,UPI,CUS0069,Completed
986,2022-05-18,Consumer,Male,Food - Grains,Rice,7,Basmati Rice,5.79,18.25,Same Day,Dawangzhuang,,China,UPI,CUS0397,Canceled
987,2023-01-04,Corporate,Male,Garden,Garden Tools,16,Heavy Duty Gardening Tool Set,49.99,7.99,Standard,Semampirbarat,,Indonesia,Wallet,CUS0964,Returned
988,2023-04-19,Consumer,Male,Home,Seasonal Home Decor,9,LED Christmas Tree Lights,34.99,3.65,Express,Tungguwaneng,,Indonesia,Wallet,CUS0764,Completed
989,2023-01-21,Small Business,Male,Outdoor,Outdoor Recreation,10,Reversible Swimming Pool Lounger,34.99,21.92,Same Day,Gérakas,,Greece,UPI,CUS0070,Completed
990,2023-02-06,Small Business,Male,Gaming,Gaming Accessories,15,Gaming Headset,69.99,1.07,Standard,Marignane,Provence-Alpes-Côte d'Azur,France,Debit Card,CUS0679,Completed
991,2024-11-05,Enterprise,Male,Beauty,Nail Care,28,Nail Polish Set,25.0,27.71,Same Day,Kalino,,Russia,UPI,CUS0752,Canceled
992,2023-06-15,Enterprise,Female,Outdoor,Camping Equipment,11,Air Mattress,49.99,4.16,Same Day,Grande Prairie,Alberta,Canada,EMI,CUS0704,Returned
993,2024-12-03,Small Business,Genderfluid,Food - Frozen Meals,Frozen Asian Meals,30,Spicy Thai Noodles,1.99,7.87,Standard,São Pedro do Estoril,Lisboa,Portugal,COD,CUS0486,Returned
994,2023-11-22,Corporate,Female,Food - Supplements,Supplements,25,Chocolate Protein Powder,24.99,20.46,Express,Rutana,,Burundi,UPI,CUS0308,Canceled
995,2022-05-11,Small Business,Male,Audio,Karaoke Equipment,21,Home Karaoke System,129.99,28.16,Express,Herrljunga,Västra Götaland,Sweden,EMI,CUS0735,Returned
996,2024-12-03,Corporate,Female,Food - Salads,Healthy Salads,15,Mediterranean Chickpea Salad,5.99,11.07,Same Day,Yangying,,China,COD,CUS0410 CUS0411,Completed
997,2023-11-23,Enterprise,Male,Pets,Grooming Supplies,5,Pet Hair Removal Roller,10.99,5.32,Standard,Utrecht (stad),Provincie Utrecht,Netherlands,UPI,CUS0473,Canceled
998,2025-03-02,Consumer,Female,Garden,Garden Tools,29,Gardening Gloves with Claws,24.99,15.45,Same Day,Sijihong,,China,EMI,CUS0286,Completed
999,2023-01-31,Small Business,Female,Pets,Pet Safety Gear,14,Pet Safety Harness,24.99,9.46,Same Day,Mucllo,,Peru,UPI,CUS0994,Completed
1000,2024-01-02,Small Business,Male,Food - Snacks,Candy,14,Peanut Butter Pretzel Nuggets,3.29,21.18,Same Day,Białobrzegi,,Poland,COD,CUS0473,Canceled
